"","census_geoid_start","year","month","census_geoid_end","trips","daily"
"2644","48453000205","2019","8","48453001503",20,0.645161290322581
"2645","48453000205","2019","8","48453001504",14,0.451612903225806
"2646","48453000205","2019","8","48453001505",24,0.774193548387097
"2647","48453000205","2019","8","48453001804",1,0.032258064516129
"2648","48453000205","2019","8","48453001805",1,0.032258064516129
"2649","48453000205","2019","8","48453001812",5,0.161290322580645
"2650","48453000205","2019","8","48453001817",3,0.0967741935483871
"2651","48453000205","2019","8","48453001818",4,0.129032258064516
"2652","48453000205","2019","8","48453001822",1,0.032258064516129
"2653","48453000205","2019","8","48453001849",1,0.032258064516129
"2654","48453000205","2019","8","48453001901",2,0.0645161290322581
"2655","48453000205","2019","8","48453002105",3,0.0967741935483871
"2656","48453000205","2019","9","48453000101",8,0.258064516129032
"2657","48453000205","2019","9","48453000203",21,0.67741935483871
"2658","48453000205","2019","9","48453000204",15,0.483870967741935
"2659","48453000205","2019","9","48453000205",145,4.67741935483871
"2660","48453000205","2019","9","48453000206",50,1.61290322580645
"2661","48453000205","2019","9","48453000302",8,0.258064516129032
"2662","48453000205","2019","9","48453000304",10,0.32258064516129
"2663","48453000205","2019","9","48453000305",41,1.32258064516129
"2664","48453000205","2019","9","48453000306",13,0.419354838709677
"2665","48453000205","2019","9","48453000401",4,0.129032258064516
"2666","48453000205","2019","9","48453000500",3,0.0967741935483871
"2667","48453000205","2019","9","48453000601",6,0.193548387096774
"2668","48453000205","2019","9","48453000603",7,0.225806451612903
"2669","48453000205","2019","9","48453000604",3,0.0967741935483871
"2670","48453000205","2019","9","48453000700",1,0.032258064516129
"2671","48453000205","2019","9","48453000801",1,0.032258064516129
"2672","48453000205","2019","9","48453000803",1,0.032258064516129
"2673","48453000205","2019","9","48453001100",6,0.193548387096774
"2674","48453000205","2019","9","48453001200",1,0.032258064516129
"2675","48453000205","2019","9","48453001305",3,0.0967741935483871
"2676","48453000205","2019","9","48453001501",3,0.0967741935483871
"2677","48453000205","2019","9","48453001503",19,0.612903225806452
"2678","48453000205","2019","9","48453001504",19,0.612903225806452
"2679","48453000205","2019","9","48453001505",18,0.580645161290323
"2680","48453000205","2019","9","48453001604",1,0.032258064516129
"2681","48453000205","2019","9","48453001752",1,0.032258064516129
"2682","48453000205","2019","9","48453001804",1,0.032258064516129
"2683","48453000205","2019","9","48453001812",5,0.161290322580645
"2684","48453000205","2019","9","48453001817",5,0.161290322580645
"2685","48453000205","2019","9","48453001818",7,0.225806451612903
"2686","48453000205","2019","9","48453001849",2,0.0645161290322581
"2687","48453000205","2019","9","48453002105",5,0.161290322580645
"2688","48453000205","2019","9","48453002106",1,0.032258064516129
"2689","48453000205","2019","9","48453002112",1,0.032258064516129
"2690","48453000205","2020","1","48453000101",1,0.032258064516129
"2691","48453000205","2020","1","48453000203",2,0.0645161290322581
"2692","48453000205","2020","1","48453000204",2,0.0645161290322581
"2693","48453000205","2020","1","48453000205",6,0.193548387096774
"2694","48453000205","2020","1","48453000206",5,0.161290322580645
"2695","48453000205","2020","1","48453000302",1,0.032258064516129
"2696","48453000205","2020","1","48453000305",4,0.129032258064516
"2697","48453000205","2020","1","48453000603",1,0.032258064516129
"2698","48453000205","2020","1","48453000604",1,0.032258064516129
"2699","48453000205","2020","1","48453001503",3,0.0967741935483871
"2700","48453000205","2020","1","48453001817",1,0.032258064516129
"2701","48453000205","2020","1","48453001820",1,0.032258064516129
"2702","48453000205","2020","10","48453000101",1,0.0454545454545455
"2703","48453000205","2020","10","48453000203",2,0.0909090909090909
"2704","48453000205","2020","10","48453000204",2,0.0909090909090909
"2705","48453000205","2020","10","48453000205",11,0.5
"2706","48453000205","2020","10","48453000206",1,0.0454545454545455
"2707","48453000205","2020","10","48453000304",1,0.0454545454545455
"2708","48453000205","2020","10","48453000305",5,0.227272727272727
"2709","48453000205","2020","10","48453000603",1,0.0454545454545455
"2710","48453000205","2020","10","48453000604",3,0.136363636363636
"2711","48453000205","2020","10","48453001501",1,0.0454545454545455
"2712","48453000205","2020","10","48453001505",1,0.0454545454545455
"2713","48453000205","2020","2","48453000203",3,0.103448275862069
"2714","48453000205","2020","2","48453000204",2,0.0689655172413793
"2715","48453000205","2020","2","48453000205",12,0.413793103448276
"2716","48453000205","2020","2","48453000206",7,0.241379310344828
"2717","48453000205","2020","2","48453000302",1,0.0344827586206897
"2718","48453000205","2020","2","48453000304",2,0.0689655172413793
"2719","48453000205","2020","2","48453000305",4,0.137931034482759
"2720","48453000205","2020","2","48453000306",1,0.0344827586206897
"2721","48453000205","2020","2","48453000603",1,0.0344827586206897
"2722","48453000205","2020","2","48453000604",1,0.0344827586206897
"2723","48453000205","2020","2","48453001100",1,0.0344827586206897
"2724","48453000205","2020","2","48453001503",1,0.0344827586206897
"2725","48453000205","2020","2","48453001504",3,0.103448275862069
"2726","48453000205","2020","2","48453001505",1,0.0344827586206897
"2727","48453000205","2020","2","48453001817",1,0.0344827586206897
"2728","48453000205","2020","2","48453001818",1,0.0344827586206897
"2729","48453000205","2020","3","48453000101",2,0.0645161290322581
"2730","48453000205","2020","3","48453000203",1,0.032258064516129
"2731","48453000205","2020","3","48453000204",2,0.0645161290322581
"2732","48453000205","2020","3","48453000205",11,0.354838709677419
"2733","48453000205","2020","3","48453000206",4,0.129032258064516
"2734","48453000205","2020","3","48453000302",2,0.0645161290322581
"2735","48453000205","2020","3","48453000304",4,0.129032258064516
"2736","48453000205","2020","3","48453000305",5,0.161290322580645
"2737","48453000205","2020","3","48453000306",1,0.032258064516129
"2738","48453000205","2020","3","48453000603",1,0.032258064516129
"2739","48453000205","2020","3","48453001100",1,0.032258064516129
"2740","48453000205","2020","3","48453001200",4,0.129032258064516
"2741","48453000205","2020","3","48453001504",5,0.161290322580645
"2742","48453000205","2020","3","48453001505",2,0.0645161290322581
"2743","48453000205","2020","3","48453001812",1,0.032258064516129
"2744","48453000205","2020","3","48453002105",2,0.0645161290322581
"2745","48453000205","2020","3","48453002107",1,0.032258064516129
"2746","48453000205","2020","4","48453000205",2,0.0645161290322581
"2747","48453000205","2020","4","48453000206",2,0.0645161290322581
"2748","48453000205","2020","4","48453000304",1,0.032258064516129
"2749","48453000205","2020","4","48453000305",1,0.032258064516129
"2750","48453000205","2020","4","48453001504",1,0.032258064516129
"2751","48453000205","2020","4","48453001804",1,0.032258064516129
"2752","48453000205","2020","5","48453000305",1,0.032258064516129
"2753","48453000205","2020","5","48453001818",1,0.032258064516129
"2754","48453000205","2020","6","48453000203",1,0.032258064516129
"2755","48453000205","2020","6","48453000204",1,0.032258064516129
"2756","48453000205","2020","6","48453000205",4,0.129032258064516
"2757","48453000205","2020","6","48453000206",1,0.032258064516129
"2758","48453000205","2020","6","48453000603",2,0.0645161290322581
"2759","48453000205","2020","6","48453001100",2,0.0645161290322581
"2760","48453000205","2020","7","48453000204",1,0.032258064516129
"2761","48453000205","2020","7","48453000205",1,0.032258064516129
"2762","48453000205","2020","7","48453001503",1,0.032258064516129
"2763","48453000205","2020","7","48453001505",1,0.032258064516129
"2764","48453000205","2020","8","48453000205",11,0.354838709677419
"2765","48453000205","2020","8","48453000206",1,0.032258064516129
"2766","48453000205","2020","8","48453000305",4,0.129032258064516
"2767","48453000205","2020","8","48453000601",2,0.0645161290322581
"2768","48453000205","2020","8","48453000603",1,0.032258064516129
"2769","48453000205","2020","8","48453000604",1,0.032258064516129
"2770","48453000205","2020","8","48453001503",2,0.0645161290322581
"2771","48453000205","2020","8","48453001818",2,0.0645161290322581
"2772","48453000205","2020","9","48453000203",3,0.0967741935483871
"2773","48453000205","2020","9","48453000204",2,0.0645161290322581
"2774","48453000205","2020","9","48453000205",15,0.483870967741935
"2775","48453000205","2020","9","48453000206",3,0.0967741935483871
"2776","48453000205","2020","9","48453000305",7,0.225806451612903
"2777","48453000205","2020","9","48453000306",1,0.032258064516129
"2778","48453000205","2020","9","48453000500",1,0.032258064516129
"2779","48453000205","2020","9","48453000603",1,0.032258064516129
"2780","48453000205","2020","9","48453001503",4,0.129032258064516
"2781","48453000205","2020","9","48453001849",1,0.032258064516129
"2782","48453000206","2018","10","48453000101",10,0.32258064516129
"2783","48453000206","2018","10","48453000203",6,0.193548387096774
"2784","48453000206","2018","10","48453000204",24,0.774193548387097
"2785","48453000206","2018","10","48453000205",39,1.25806451612903
"2786","48453000206","2018","10","48453000206",212,6.83870967741935
"2787","48453000206","2018","10","48453000302",2,0.0645161290322581
"2788","48453000206","2018","10","48453000305",2,0.0645161290322581
"2789","48453000206","2018","10","48453000306",1,0.032258064516129
"2790","48453000206","2018","10","48453000500",1,0.032258064516129
"2791","48453000206","2018","10","48453000601",3,0.0967741935483871
"2792","48453000206","2018","10","48453000603",2,0.0645161290322581
"2793","48453000206","2018","10","48453000700",2,0.0645161290322581
"2794","48453000206","2018","10","48453001200",3,0.0967741935483871
"2795","48453000206","2018","10","48453001501",12,0.387096774193548
"2796","48453000206","2018","10","48453001504",1,0.032258064516129
"2797","48453000206","2018","10","48453001505",2,0.0645161290322581
"2798","48453000206","2018","10","48453001602",1,0.032258064516129
"2799","48453000206","2018","10","48453001603",1,0.032258064516129
"2800","48453000206","2018","10","48453001605",1,0.032258064516129
"2801","48453000206","2018","11","48453000101",13,0.419354838709677
"2802","48453000206","2018","11","48453000203",7,0.225806451612903
"2803","48453000206","2018","11","48453000204",21,0.67741935483871
"2804","48453000206","2018","11","48453000205",53,1.70967741935484
"2805","48453000206","2018","11","48453000206",234,7.54838709677419
"2806","48453000206","2018","11","48453000302",2,0.0645161290322581
"2807","48453000206","2018","11","48453000304",3,0.0967741935483871
"2808","48453000206","2018","11","48453000305",2,0.0645161290322581
"2809","48453000206","2018","11","48453000402",1,0.032258064516129
"2810","48453000206","2018","11","48453000500",2,0.0645161290322581
"2811","48453000206","2018","11","48453000601",1,0.032258064516129
"2812","48453000206","2018","11","48453000700",2,0.0645161290322581
"2813","48453000206","2018","11","48453001100",1,0.032258064516129
"2814","48453000206","2018","11","48453001501",16,0.516129032258065
"2815","48453000206","2018","11","48453001503",3,0.0967741935483871
"2816","48453000206","2018","11","48453001504",6,0.193548387096774
"2817","48453000206","2018","11","48453001505",11,0.354838709677419
"2818","48453000206","2018","11","48453001604",2,0.0645161290322581
"2819","48453000206","2018","11","48453001605",1,0.032258064516129
"2820","48453000206","2018","11","48453001817",5,0.161290322580645
"2821","48453000206","2018","11","48453001820",1,0.032258064516129
"2822","48453000206","2018","11","48453001849",1,0.032258064516129
"2823","48453000206","2018","12","48453000101",19,0.612903225806452
"2824","48453000206","2018","12","48453000102",4,0.129032258064516
"2825","48453000206","2018","12","48453000203",12,0.387096774193548
"2826","48453000206","2018","12","48453000204",24,0.774193548387097
"2827","48453000206","2018","12","48453000205",75,2.41935483870968
"2828","48453000206","2018","12","48453000206",307,9.90322580645161
"2829","48453000206","2018","12","48453000302",5,0.161290322580645
"2830","48453000206","2018","12","48453000305",6,0.193548387096774
"2831","48453000206","2018","12","48453000306",1,0.032258064516129
"2832","48453000206","2018","12","48453000500",2,0.0645161290322581
"2833","48453000206","2018","12","48453000601",2,0.0645161290322581
"2834","48453000206","2018","12","48453000603",1,0.032258064516129
"2835","48453000206","2018","12","48453001501",49,1.58064516129032
"2836","48453000206","2018","12","48453001503",4,0.129032258064516
"2837","48453000206","2018","12","48453001504",13,0.419354838709677
"2838","48453000206","2018","12","48453001505",18,0.580645161290323
"2839","48453000206","2018","12","48453001707",1,0.032258064516129
"2840","48453000206","2018","12","48453001718",1,0.032258064516129
"2841","48453000206","2018","12","48453001751",1,0.032258064516129
"2842","48453000206","2018","12","48453001752",2,0.0645161290322581
"2843","48453000206","2018","12","48453001817",4,0.129032258064516
"2844","48453000206","2018","12","48453001818",1,0.032258064516129
"2845","48453000206","2018","12","48453001820",1,0.032258064516129
"2846","48453000206","2018","12","48453002111",1,0.032258064516129
"2847","48453000206","2018","4","48453000205",1,0.032258064516129
"2848","48453000206","2018","4","48453000206",2,0.0645161290322581
"2849","48453000206","2018","4","48453000604",1,0.032258064516129
"2850","48453000206","2018","4","48453000901",1,0.032258064516129
"2851","48453000206","2018","4","48453001100",2,0.0645161290322581
"2852","48453000206","2018","4","48453001505",2,0.0645161290322581
"2853","48453000206","2018","6","48453000206",10,0.32258064516129
"2854","48453000206","2018","6","48453000302",2,0.0645161290322581
"2855","48453000206","2018","6","48453000305",2,0.0645161290322581
"2856","48453000206","2018","6","48453000500",1,0.032258064516129
"2857","48453000206","2018","6","48453000604",1,0.032258064516129
"2858","48453000206","2018","6","48453001505",1,0.032258064516129
"2859","48453000206","2018","7","48453000204",1,0.032258064516129
"2860","48453000206","2018","7","48453000205",3,0.0967741935483871
"2861","48453000206","2018","7","48453000206",4,0.129032258064516
"2862","48453000206","2018","7","48453000601",1,0.032258064516129
"2863","48453000206","2018","7","48453000700",1,0.032258064516129
"2864","48453000206","2018","8","48453000203",1,0.032258064516129
"2865","48453000206","2018","8","48453000204",2,0.0645161290322581
"2866","48453000206","2018","8","48453000205",6,0.193548387096774
"2867","48453000206","2018","8","48453000206",19,0.612903225806452
"2868","48453000206","2018","8","48453000305",2,0.0645161290322581
"2869","48453000206","2018","8","48453000603",1,0.032258064516129
"2870","48453000206","2018","8","48453001200",1,0.032258064516129
"2871","48453000206","2018","8","48453001505",3,0.0967741935483871
"2872","48453000206","2018","8","48453001605",1,0.032258064516129
"2873","48453000206","2018","8","48453001818",1,0.032258064516129
"2874","48453000206","2018","9","48453000101",3,0.0967741935483871
"2875","48453000206","2018","9","48453000203",4,0.129032258064516
"2876","48453000206","2018","9","48453000204",8,0.258064516129032
"2877","48453000206","2018","9","48453000205",14,0.451612903225806
"2878","48453000206","2018","9","48453000206",64,2.06451612903226
"2879","48453000206","2018","9","48453000302",1,0.032258064516129
"2880","48453000206","2018","9","48453000304",2,0.0645161290322581
"2881","48453000206","2018","9","48453000305",3,0.0967741935483871
"2882","48453000206","2018","9","48453000401",3,0.0967741935483871
"2883","48453000206","2018","9","48453000500",1,0.032258064516129
"2884","48453000206","2018","9","48453000603",3,0.0967741935483871
"2885","48453000206","2018","9","48453000604",1,0.032258064516129
"2886","48453000206","2018","9","48453001200",1,0.032258064516129
"2887","48453000206","2018","9","48453001501",2,0.0645161290322581
"2888","48453000206","2018","9","48453001504",3,0.0967741935483871
"2889","48453000206","2018","9","48453001505",4,0.129032258064516
"2890","48453000206","2018","9","48453001817",1,0.032258064516129
"2891","48453000206","2019","1","48453000101",11,0.354838709677419
"2892","48453000206","2019","1","48453000203",4,0.129032258064516
"2893","48453000206","2019","1","48453000204",14,0.451612903225806
"2894","48453000206","2019","1","48453000205",39,1.25806451612903
"2895","48453000206","2019","1","48453000206",81,2.61290322580645
"2896","48453000206","2019","1","48453000302",2,0.0645161290322581
"2897","48453000206","2019","1","48453000304",1,0.032258064516129
"2898","48453000206","2019","1","48453000305",2,0.0645161290322581
"2899","48453000206","2019","1","48453000401",3,0.0967741935483871
"2900","48453000206","2019","1","48453000603",2,0.0645161290322581
"2901","48453000206","2019","1","48453001100",3,0.0967741935483871
"2902","48453000206","2019","1","48453001501",19,0.612903225806452
"2903","48453000206","2019","1","48453001503",3,0.0967741935483871
"2904","48453000206","2019","1","48453001504",7,0.225806451612903
"2905","48453000206","2019","1","48453001505",11,0.354838709677419
"2906","48453000206","2019","1","48453001718",5,0.161290322580645
"2907","48453000206","2019","1","48453001817",2,0.0645161290322581
"2908","48453000206","2019","1","48453001818",1,0.032258064516129
"2909","48453000206","2019","1","48453001820",1,0.032258064516129
"2910","48453000206","2019","10","48453000101",19,0.612903225806452
"2911","48453000206","2019","10","48453000203",3,0.0967741935483871
"2912","48453000206","2019","10","48453000204",7,0.225806451612903
"2913","48453000206","2019","10","48453000205",18,0.580645161290323
"2914","48453000206","2019","10","48453000206",30,0.967741935483871
"2915","48453000206","2019","10","48453000302",1,0.032258064516129
"2916","48453000206","2019","10","48453000304",1,0.032258064516129
"2917","48453000206","2019","10","48453000305",4,0.129032258064516
"2918","48453000206","2019","10","48453000306",1,0.032258064516129
"2919","48453000206","2019","10","48453000401",1,0.032258064516129
"2920","48453000206","2019","10","48453000603",1,0.032258064516129
"2921","48453000206","2019","10","48453000604",2,0.0645161290322581
"2922","48453000206","2019","10","48453000700",2,0.0645161290322581
"2923","48453000206","2019","10","48453001503",2,0.0645161290322581
"2924","48453000206","2019","10","48453001505",1,0.032258064516129
"2925","48453000206","2019","10","48453001812",2,0.0645161290322581
"2926","48453000206","2019","10","48453001817",3,0.0967741935483871
"2927","48453000206","2019","10","48453001849",1,0.032258064516129
"2928","48453000206","2019","11","48453000101",2,0.0645161290322581
"2929","48453000206","2019","11","48453000203",2,0.0645161290322581
"2930","48453000206","2019","11","48453000204",3,0.0967741935483871
"2931","48453000206","2019","11","48453000205",6,0.193548387096774
"2932","48453000206","2019","11","48453000206",9,0.290322580645161
"2933","48453000206","2019","11","48453000302",2,0.0645161290322581
"2934","48453000206","2019","11","48453000305",3,0.0967741935483871
"2935","48453000206","2019","11","48453000500",1,0.032258064516129
"2936","48453000206","2019","11","48453000603",2,0.0645161290322581
"2937","48453000206","2019","11","48453001100",1,0.032258064516129
"2938","48453000206","2019","11","48453001501",4,0.129032258064516
"2939","48453000206","2019","11","48453001503",1,0.032258064516129
"2940","48453000206","2019","11","48453001505",2,0.0645161290322581
"2941","48453000206","2019","11","48453002105",1,0.032258064516129
"2942","48453000206","2019","12","48453000203",2,0.0645161290322581
"2943","48453000206","2019","12","48453000205",4,0.129032258064516
"2944","48453000206","2019","12","48453000206",6,0.193548387096774
"2945","48453000206","2019","12","48453000304",1,0.032258064516129
"2946","48453000206","2019","12","48453000305",2,0.0645161290322581
"2947","48453000206","2019","12","48453000601",1,0.032258064516129
"2948","48453000206","2019","12","48453001503",1,0.032258064516129
"2949","48453000206","2019","12","48453001505",2,0.0645161290322581
"2950","48453000206","2019","12","48453001817",1,0.032258064516129
"2951","48453000206","2019","2","48453000101",9,0.321428571428571
"2952","48453000206","2019","2","48453000203",2,0.0714285714285714
"2953","48453000206","2019","2","48453000204",10,0.357142857142857
"2954","48453000206","2019","2","48453000205",22,0.785714285714286
"2955","48453000206","2019","2","48453000206",27,0.964285714285714
"2956","48453000206","2019","2","48453000302",3,0.107142857142857
"2957","48453000206","2019","2","48453000304",3,0.107142857142857
"2958","48453000206","2019","2","48453000305",10,0.357142857142857
"2959","48453000206","2019","2","48453000401",1,0.0357142857142857
"2960","48453000206","2019","2","48453000601",1,0.0357142857142857
"2961","48453000206","2019","2","48453000603",2,0.0714285714285714
"2962","48453000206","2019","2","48453000700",1,0.0357142857142857
"2963","48453000206","2019","2","48453001305",1,0.0357142857142857
"2964","48453000206","2019","2","48453001501",14,0.5
"2965","48453000206","2019","2","48453001503",8,0.285714285714286
"2966","48453000206","2019","2","48453001504",5,0.178571428571429
"2967","48453000206","2019","2","48453001505",11,0.392857142857143
"2968","48453000206","2019","2","48453001604",1,0.0357142857142857
"2969","48453000206","2019","2","48453001707",1,0.0357142857142857
"2970","48453000206","2019","2","48453001719",1,0.0357142857142857
"2971","48453000206","2019","2","48453001805",1,0.0357142857142857
"2972","48453000206","2019","2","48453001817",1,0.0357142857142857
"2973","48453000206","2019","2","48453001818",4,0.142857142857143
"2974","48453000206","2019","2","48453001847",1,0.0357142857142857
"2975","48453000206","2019","2","48453002318",1,0.0357142857142857
"2976","48453000206","2019","3","48453000101",10,0.32258064516129
"2977","48453000206","2019","3","48453000203",18,0.580645161290323
"2978","48453000206","2019","3","48453000204",36,1.16129032258065
"2979","48453000206","2019","3","48453000205",49,1.58064516129032
"2980","48453000206","2019","3","48453000206",147,4.74193548387097
"2981","48453000206","2019","3","48453000302",5,0.161290322580645
"2982","48453000206","2019","3","48453000304",2,0.0645161290322581
"2983","48453000206","2019","3","48453000305",10,0.32258064516129
"2984","48453000206","2019","3","48453000307",1,0.032258064516129
"2985","48453000206","2019","3","48453000500",1,0.032258064516129
"2986","48453000206","2019","3","48453000603",7,0.225806451612903
"2987","48453000206","2019","3","48453000604",6,0.193548387096774
"2988","48453000206","2019","3","48453000901",1,0.032258064516129
"2989","48453000206","2019","3","48453000902",1,0.032258064516129
"2990","48453000206","2019","3","48453001100",11,0.354838709677419
"2991","48453000206","2019","3","48453001200",3,0.0967741935483871
"2992","48453000206","2019","3","48453001303",1,0.032258064516129
"2993","48453000206","2019","3","48453001305",1,0.032258064516129
"2994","48453000206","2019","3","48453001501",13,0.419354838709677
"2995","48453000206","2019","3","48453001503",8,0.258064516129032
"2996","48453000206","2019","3","48453001504",9,0.290322580645161
"2997","48453000206","2019","3","48453001505",14,0.451612903225806
"2998","48453000206","2019","3","48453001605",1,0.032258064516129
"2999","48453000206","2019","3","48453001707",1,0.032258064516129
"3000","48453000206","2019","3","48453001718",4,0.129032258064516
"3001","48453000206","2019","3","48453001817",1,0.032258064516129
"3002","48453000206","2019","3","48453001818",1,0.032258064516129
"3003","48453000206","2019","3","48453001820",4,0.129032258064516
"3004","48453000206","2019","3","48453001821",1,0.032258064516129
"3005","48453000206","2019","3","48453001849",1,0.032258064516129
"3006","48453000206","2019","3","48453002105",1,0.032258064516129
"3007","48453000206","2019","4","48453000101",8,0.258064516129032
"3008","48453000206","2019","4","48453000102",1,0.032258064516129
"3009","48453000206","2019","4","48453000203",1,0.032258064516129
"3010","48453000206","2019","4","48453000204",5,0.161290322580645
"3011","48453000206","2019","4","48453000205",19,0.612903225806452
"3012","48453000206","2019","4","48453000206",41,1.32258064516129
"3013","48453000206","2019","4","48453000302",3,0.0967741935483871
"3014","48453000206","2019","4","48453000304",5,0.161290322580645
"3015","48453000206","2019","4","48453000305",12,0.387096774193548
"3016","48453000206","2019","4","48453000401",1,0.032258064516129
"3017","48453000206","2019","4","48453000601",2,0.0645161290322581
"3018","48453000206","2019","4","48453000603",4,0.129032258064516
"3019","48453000206","2019","4","48453001100",4,0.129032258064516
"3020","48453000206","2019","4","48453001200",4,0.129032258064516
"3021","48453000206","2019","4","48453001401",1,0.032258064516129
"3022","48453000206","2019","4","48453001501",5,0.161290322580645
"3023","48453000206","2019","4","48453001503",1,0.032258064516129
"3024","48453000206","2019","4","48453001504",3,0.0967741935483871
"3025","48453000206","2019","4","48453001505",6,0.193548387096774
"3026","48453000206","2019","4","48453002107",1,0.032258064516129
"3027","48453000206","2019","5","48453000102",1,0.032258064516129
"3028","48453000206","2019","5","48453000203",2,0.0645161290322581
"3029","48453000206","2019","5","48453000204",5,0.161290322580645
"3030","48453000206","2019","5","48453000205",12,0.387096774193548
"3031","48453000206","2019","5","48453000206",20,0.645161290322581
"3032","48453000206","2019","5","48453000305",6,0.193548387096774
"3033","48453000206","2019","5","48453000306",1,0.032258064516129
"3034","48453000206","2019","5","48453000500",2,0.0645161290322581
"3035","48453000206","2019","5","48453000603",2,0.0645161290322581
"3036","48453000206","2019","5","48453001402",1,0.032258064516129
"3037","48453000206","2019","5","48453001501",1,0.032258064516129
"3038","48453000206","2019","5","48453001503",2,0.0645161290322581
"3039","48453000206","2019","5","48453001504",1,0.032258064516129
"3040","48453000206","2019","5","48453001505",4,0.129032258064516
"3041","48453000206","2019","5","48453001602",1,0.032258064516129
"3042","48453000206","2019","5","48453001718",2,0.0645161290322581
"3043","48453000206","2019","5","48453001818",1,0.032258064516129
"3044","48453000206","2019","6","48453000101",10,0.32258064516129
"3045","48453000206","2019","6","48453000203",5,0.161290322580645
"3046","48453000206","2019","6","48453000204",12,0.387096774193548
"3047","48453000206","2019","6","48453000205",41,1.32258064516129
"3048","48453000206","2019","6","48453000206",59,1.90322580645161
"3049","48453000206","2019","6","48453000302",2,0.0645161290322581
"3050","48453000206","2019","6","48453000304",2,0.0645161290322581
"3051","48453000206","2019","6","48453000305",7,0.225806451612903
"3052","48453000206","2019","6","48453000500",2,0.0645161290322581
"3053","48453000206","2019","6","48453000700",1,0.032258064516129
"3054","48453000206","2019","6","48453000902",1,0.032258064516129
"3055","48453000206","2019","6","48453001100",5,0.161290322580645
"3056","48453000206","2019","6","48453001200",2,0.0645161290322581
"3057","48453000206","2019","6","48453001403",1,0.032258064516129
"3058","48453000206","2019","6","48453001501",3,0.0967741935483871
"3059","48453000206","2019","6","48453001503",1,0.032258064516129
"3060","48453000206","2019","6","48453001504",4,0.129032258064516
"3061","48453000206","2019","6","48453001505",13,0.419354838709677
"3062","48453000206","2019","6","48453001603",2,0.0645161290322581
"3063","48453000206","2019","6","48453001804",1,0.032258064516129
"3064","48453000206","2019","6","48453001812",1,0.032258064516129
"3065","48453000206","2019","6","48453001818",1,0.032258064516129
"3066","48453000206","2019","6","48453001849",1,0.032258064516129
"3067","48453000206","2019","7","48453000101",12,0.387096774193548
"3068","48453000206","2019","7","48453000102",1,0.032258064516129
"3069","48453000206","2019","7","48453000203",14,0.451612903225806
"3070","48453000206","2019","7","48453000204",18,0.580645161290323
"3071","48453000206","2019","7","48453000205",66,2.12903225806452
"3072","48453000206","2019","7","48453000206",73,2.35483870967742
"3073","48453000206","2019","7","48453000302",6,0.193548387096774
"3074","48453000206","2019","7","48453000305",18,0.580645161290323
"3075","48453000206","2019","7","48453000603",2,0.0645161290322581
"3076","48453000206","2019","7","48453001100",6,0.193548387096774
"3077","48453000206","2019","7","48453001501",9,0.290322580645161
"3078","48453000206","2019","7","48453001503",4,0.129032258064516
"3079","48453000206","2019","7","48453001504",5,0.161290322580645
"3080","48453000206","2019","7","48453001505",7,0.225806451612903
"3081","48453000206","2019","7","48453001603",1,0.032258064516129
"3082","48453000206","2019","7","48453001707",1,0.032258064516129
"3083","48453000206","2019","7","48453001718",2,0.0645161290322581
"3084","48453000206","2019","7","48453001812",4,0.129032258064516
"3085","48453000206","2019","7","48453001817",4,0.129032258064516
"3086","48453000206","2019","7","48453001818",1,0.032258064516129
"3087","48453000206","2019","7","48453001820",1,0.032258064516129
"3088","48453000206","2019","7","48453002403",1,0.032258064516129
"3089","48453000206","2019","8","48453000101",29,0.935483870967742
"3090","48453000206","2019","8","48453000203",25,0.806451612903226
"3091","48453000206","2019","8","48453000204",18,0.580645161290323
"3092","48453000206","2019","8","48453000205",65,2.09677419354839
"3093","48453000206","2019","8","48453000206",108,3.48387096774194
"3094","48453000206","2019","8","48453000302",1,0.032258064516129
"3095","48453000206","2019","8","48453000304",3,0.0967741935483871
"3096","48453000206","2019","8","48453000305",12,0.387096774193548
"3097","48453000206","2019","8","48453000307",1,0.032258064516129
"3098","48453000206","2019","8","48453000500",1,0.032258064516129
"3099","48453000206","2019","8","48453000601",1,0.032258064516129
"3100","48453000206","2019","8","48453000603",1,0.032258064516129
"3101","48453000206","2019","8","48453001100",3,0.0967741935483871
"3102","48453000206","2019","8","48453001200",1,0.032258064516129
"3103","48453000206","2019","8","48453001501",8,0.258064516129032
"3104","48453000206","2019","8","48453001503",1,0.032258064516129
"3105","48453000206","2019","8","48453001504",5,0.161290322580645
"3106","48453000206","2019","8","48453001505",15,0.483870967741935
"3107","48453000206","2019","8","48453001603",1,0.032258064516129
"3108","48453000206","2019","8","48453001752",1,0.032258064516129
"3109","48453000206","2019","8","48453001812",6,0.193548387096774
"3110","48453000206","2019","8","48453001817",2,0.0645161290322581
"3111","48453000206","2019","8","48453001818",2,0.0645161290322581
"3112","48453000206","2019","9","48453000101",11,0.354838709677419
"3113","48453000206","2019","9","48453000102",1,0.032258064516129
"3114","48453000206","2019","9","48453000203",24,0.774193548387097
"3115","48453000206","2019","9","48453000204",16,0.516129032258065
"3116","48453000206","2019","9","48453000205",59,1.90322580645161
"3117","48453000206","2019","9","48453000206",108,3.48387096774194
"3118","48453000206","2019","9","48453000302",1,0.032258064516129
"3119","48453000206","2019","9","48453000304",2,0.0645161290322581
"3120","48453000206","2019","9","48453000305",8,0.258064516129032
